tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
578,cust_MockBrandA_317,True,2019-09-15 12:00:00,Saw an unexpected extra fee of $35.99 on my latest MockBrandA invoice.,579.0,
2896,@MockBrandBCare,False,2019-08-12 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,2895.0
722,@MockBrandASupport,False,2019-03-18 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,721.0
2471,@MockBrandASupport,False,2019-05-17 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,2470.0
2872,cust_MockBrandB_208,True,2019-04-21 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2873.0,
229,cust_MockBrandA_127,True,2019-04-18 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",230.0,
1258,cust_MockBrandA_680,True,2019-06-11 12:00:00,Where is my order #90096? Estimated delivery date was 4 days ago.,1259.0,
1214,@MockBrandASupport,False,2019-03-16 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1213.0
2995,cust_MockBrandB_275,True,2019-03-22 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2996.0,
1071,cust_MockBrandA_583,True,2019-02-15 12:00:00,Courier delivered my package for order #42895 to the wrong street address.,1072.0,
1774,cust_MockBrandA_957,True,2019-08-13 12:00:00,The MockBrandA app crashes every time I open the payments tab.,1775.0,
2819,@MockBrandBCare,False,2019-07-18 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2818.0
2511,cust_MockBrandB_13,True,2019-08-22 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2512.0,
869,@MockBrandASupport,False,2019-01-15 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,868.0
2476,@MockBrandASupport,False,2019-05-28 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,2475.0
3223,@MockBrandBCare,False,2019-09-28 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,3222.0
106,@MockBrandASupport,False,2019-04-22 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,105.0
669,@MockBrandASupport,False,2019-09-27 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,668.0
339,cust_MockBrandA_185,True,2019-09-17 12:00:00,"I noticed fraudulent unauthorized charges from MockBrandA on my card, my account was compromised!",340.0,
2111,@MockBrandASupport,False,2019-07-12 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,2110.0
1060,@MockBrandASupport,False,2019-07-28 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1059.0
2003,@MockBrandASupport,False,2019-04-14 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,2002.0
2979,cust_MockBrandB_266,True,2019-01-27 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,2980.0,
3274,@MockBrandBCare,False,2019-08-20 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3273.0
2124,@MockBrandASupport,False,2019-07-24 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,2123.0
2977,cust_MockBrandB_265,True,2019-06-10 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,2978.0,
1354,@MockBrandASupport,False,2019-05-28 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1353.0
1443,cust_MockBrandA_779,True,2019-05-15 12:00:00,Please cancel my order #32439 immediately before it ships out.,1444.0,
3254,cust_MockBrandB_419,True,2019-08-12 12:00:00,"Still waiting on my MockBrandB order #58936, it's been 12 days.",3255.0,
3121,cust_MockBrandB_345,True,2019-01-23 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,3122.0,
2404,cust_MockBrandA_1304,True,2019-02-12 12:00:00,"Can't log in to check on my order #41768, app just spins forever.",2405.0,
911,@MockBrandASupport,False,2019-05-16 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,910.0
620,@MockBrandASupport,False,2019-09-19 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,619.0
866,cust_MockBrandA_475,True,2019-02-22 12:00:00,"MockBrandA charged me twice for the same order #58840, need this fixed.",867.0,
304,@MockBrandASupport,False,2019-02-17 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,303.0
1798,cust_MockBrandA_969,True,2019-09-28 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $20.99, I will pursue legal action with my lawyer.",1799.0,
822,@MockBrandASupport,False,2019-08-21 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,821.0
1724,cust_MockBrandA_930,True,2019-09-28 12:00:00,MockBrandA login button spins endlessly and never loads my profile.,1725.0,
1559,cust_MockBrandA_843,True,2019-03-22 12:00:00,"MockBrandA charged me for a renewal after I already cancelled, and now the app won't even load.",1560.0,
1300,@MockBrandASupport,False,2019-01-27 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1299.0
2515,cust_MockBrandB_15,True,2019-01-13 12:00:00,Does MockBrandB support exporting my data to CSV?,2516.0,
587,@MockBrandASupport,False,2019-01-28 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,586.0
613,@MockBrandASupport,False,2019-09-15 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,612.0
3243,@MockBrandBCare,False,2019-03-18 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,3242.0
2773,cust_MockBrandB_154,True,2019-09-15 12:00:00,Does MockBrandB support exporting my data to CSV?,2774.0,
2348,cust_MockBrandA_1274,True,2019-02-14 12:00:00,Search bar on MockBrandA website is broken and returns 0 results for everything.,2349.0,
2523,cust_MockBrandB_19,True,2019-04-11 12:00:00,"Still waiting on my MockBrandB order #23226, it's been 12 days.",2524.0,
464,cust_MockBrandA_255,True,2019-02-20 12:00:00,Where is my order #14910? Estimated delivery date was 4 days ago.,465.0,
3131,@MockBrandBCare,False,2019-07-23 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,3130.0
2367,@MockBrandASupport,False,2019-08-23 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,2366.0
588,cust_MockBrandA_322,True,2019-07-13 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $61.99, I will pursue legal action with my lawyer.",589.0,
3070,@MockBrandBCare,False,2019-06-17 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,3069.0
1599,cust_MockBrandA_863,True,2019-06-12 12:00:00,"MockBrandA charged me for a renewal after I already cancelled, and now the app won't even load.",1600.0,
2071,@MockBrandASupport,False,2019-03-20 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,2070.0
2008,@MockBrandASupport,False,2019-06-26 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,2007.0
579,@MockBrandASupport,False,2019-09-10 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,578.0
2130,@MockBrandASupport,False,2019-09-25 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,2129.0
520,cust_MockBrandA_284,True,2019-01-16 12:00:00,"Worst customer service experience ever from MockBrandA, rude agents and no resolution.",521.0,
49,@MockBrandASupport,False,2019-02-17 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,48.0
2161,cust_MockBrandA_1169,True,2019-05-19 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",2162.0,
748,cust_MockBrandA_408,True,2019-01-28 12:00:00,Courier delivered my package for order #48602 to the wrong street address.,749.0,
3105,cust_MockBrandB_336,True,2019-06-24 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,3106.0,
1619,@MockBrandASupport,False,2019-09-13 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1618.0
915,cust_MockBrandA_501,True,2019-01-10 12:00:00,Search bar on MockBrandA website is broken and returns 0 results for everything.,916.0,
3239,@MockBrandBCare,False,2019-07-23 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,3238.0
3038,@MockBrandBCare,False,2019-02-28 12:30:00,We're sorry this keeps happening. DM your case number so we can escalate internally.,,3037.0
1196,cust_MockBrandA_648,True,2019-04-27 12:00:00,"Cancel button is disabled in my account settings, please assist.",1197.0,
2686,@MockBrandBCare,False,2019-08-26 12:30:00,Yes! You can export data from Settings > Data > Export CSV.,,2685.0
3231,@MockBrandBCare,False,2019-08-10 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3230.0
240,@MockBrandASupport,False,2019-06-13 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,239.0
1838,cust_MockBrandA_993,True,2019-07-13 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",1839.0,
2743,@MockBrandBCare,False,2019-05-16 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2742.0
767,cust_MockBrandA_418,True,2019-01-21 12:00:00,"Your product arrived broken for order #82045, cancel my recurring contract immediately.",768.0,
140,@MockBrandASupport,False,2019-07-25 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,139.0
1861,@MockBrandASupport,False,2019-01-24 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1860.0
2606,cust_MockBrandB_65,True,2019-09-14 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2607.0,
2763,cust_MockBrandB_149,True,2019-01-20 12:00:00,"Still waiting on my MockBrandB order #58795, it's been 12 days.",2764.0,
2027,@MockBrandASupport,False,2019-07-13 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,2026.0
1780,cust_MockBrandA_960,True,2019-09-14 12:00:00,I have been transferred between 4 different agents and none of you are resolving my case.,1781.0,
1389,cust_MockBrandA_750,True,2019-02-28 12:00:00,"Package from MockBrandA has been 'in transit' for 9 days, tracking not updating.",1390.0,
3034,@MockBrandBCare,False,2019-04-28 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3033.0
930,@MockBrandASupport,False,2019-09-25 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,929.0
3138,@MockBrandBCare,False,2019-05-13 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,3137.0
2929,cust_MockBrandB_239,True,2019-06-23 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2930.0,
1108,cust_MockBrandA_602,True,2019-04-12 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $44.99, I will pursue legal action with my lawyer.",1109.0,
1463,cust_MockBrandA_791,True,2019-04-27 12:00:00,"Can't log in to check on my order #36832, app just spins forever.",1464.0,
3292,@MockBrandBCare,False,2019-06-22 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3291.0
3213,cust_MockBrandB_398,True,2019-01-20 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",3214.0,
119,cust_MockBrandA_64,True,2019-08-23 12:00:00,Please cancel my order #63424 immediately before it ships out.,120.0,
1022,@MockBrandASupport,False,2019-07-20 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1021.0
1128,cust_MockBrandA_612,True,2019-08-14 12:00:00,My MockBrandA order #11170 says delivered but I never received it.,1129.0,
1602,@MockBrandASupport,False,2019-09-24 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,1601.0
864,cust_MockBrandA_474,True,2019-03-20 12:00:00,MockBrandA login button spins endlessly and never loads my profile.,865.0,
216,@MockBrandASupport,False,2019-01-19 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,215.0
637,cust_MockBrandA_350,True,2019-04-25 12:00:00,"Order #62129 never arrived and support keeps closing my ticket without a refund, 3rd time asking.",638.0,
1764,cust_MockBrandA_951,True,2019-03-26 12:00:00,MockBrandA login button spins endlessly and never loads my profile.,1765.0,
889,cust_MockBrandA_487,True,2019-04-10 12:00:00,"Cancel button is disabled in my account settings, please assist.",890.0,
3267,cust_MockBrandB_426,True,2019-06-27 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",3268.0,
2572,cust_MockBrandB_47,True,2019-03-24 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2573.0,
2613,@MockBrandBCare,False,2019-02-20 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,2612.0
2797,@MockBrandBCare,False,2019-07-23 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,2796.0
1034,@MockBrandASupport,False,2019-09-10 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1033.0
2253,@MockBrandASupport,False,2019-07-14 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,2252.0
586,cust_MockBrandA_321,True,2019-04-21 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",587.0,
2173,@MockBrandASupport,False,2019-06-23 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,2172.0
188,cust_MockBrandA_104,True,2019-09-10 12:00:00,"Package from MockBrandA has been 'in transit' for 9 days, tracking not updating.",189.0,
2741,@MockBrandBCare,False,2019-01-12 12:30:00,Yes! You can export data from Settings > Data > Export CSV.,,2740.0
1435,cust_MockBrandA_774,True,2019-04-20 12:00:00,My MockBrandA order #68303 says delivered but I never received it.,1436.0,
2146,@MockBrandASupport,False,2019-08-16 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,2145.0
1876,cust_MockBrandA_1013,True,2019-05-23 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",1877.0,
365,cust_MockBrandA_200,True,2019-08-15 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $69.99, I will pursue legal action with my lawyer.",366.0,
3102,cust_MockBrandB_334,True,2019-01-27 12:00:00,Does MockBrandB support exporting my data to CSV?,3103.0,
261,@MockBrandASupport,False,2019-09-13 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,260.0
2795,@MockBrandBCare,False,2019-01-15 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,2794.0
3230,cust_MockBrandB_407,True,2019-01-23 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",3231.0,
103,cust_MockBrandA_56,True,2019-04-19 12:00:00,"I demand to speak to a real human supervisor right now, your automated bots are useless!",104.0,
2344,cust_MockBrandA_1272,True,2019-07-10 12:00:00,MockBrandA billed my credit card after I switched payment methods.,2345.0,
2889,cust_MockBrandB_218,True,2019-04-18 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2890.0,
1909,cust_MockBrandA_1031,True,2019-02-21 12:00:00,"Can I get a refund for MockBrandA order #67892, item arrived damaged.",1910.0,
2852,@MockBrandBCare,False,2019-07-27 12:30:00,Yes! You can export data from Settings > Data > Export CSV.,,2851.0
702,cust_MockBrandA_384,True,2019-03-17 12:00:00,"Fourth time reporting this bug where order #84425 keeps failing, fix your platform!",703.0,
2738,cust_MockBrandB_136,True,2019-01-20 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2739.0,
3080,@MockBrandBCare,False,2019-08-23 12:30:00,We're sorry this keeps happening. DM your case number so we can escalate internally.,,3079.0
799,cust_MockBrandA_438,True,2019-01-17 12:00:00,"Locked out of my MockBrandA account for 2 days now, no reset email arriving.",800.0,
2326,@MockBrandASupport,False,2019-07-13 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,2325.0
2170,cust_MockBrandA_1174,True,2019-04-17 12:00:00,Search bar on MockBrandA website is broken and returns 0 results for everything.,2171.0,
1770,cust_MockBrandA_955,True,2019-06-17 12:00:00,Courier delivered my package for order #85030 to the wrong street address.,1771.0,
1015,@MockBrandASupport,False,2019-03-23 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,1014.0
370,@MockBrandASupport,False,2019-01-20 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,369.0
2304,cust_MockBrandA_1249,True,2019-03-12 12:00:00,Want to cancel my auto-renew membership with MockBrandA.,2305.0,
879,cust_MockBrandA_482,True,2019-06-18 12:00:00,Why does the MockBrandA app keep logging me out every 5 minutes?,880.0,
57,cust_MockBrandA_30,True,2019-01-28 12:00:00,MockBrandA billed my credit card after I switched payment methods.,58.0,
198,cust_MockBrandA_109,True,2019-03-22 12:00:00,"Worst customer service experience ever from MockBrandA, rude agents and no resolution.",199.0,
2554,cust_MockBrandB_37,True,2019-04-13 12:00:00,Does MockBrandB support exporting my data to CSV?,2555.0,
19,cust_MockBrandA_9,True,2019-05-12 12:00:00,"Support promised my refund for #14207 in 3 days, it has been two weeks now.",20.0,
2914,@MockBrandBCare,False,2019-09-25 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2913.0
1049,cust_MockBrandA_571,True,2019-05-15 12:00:00,The MockBrandA app crashes every time I open the payments tab.,1050.0,
120,@MockBrandASupport,False,2019-07-22 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,119.0
2313,cust_MockBrandA_1254,True,2019-03-25 12:00:00,The MockBrandA app crashes every time I open the payments tab.,2314.0,
2588,cust_MockBrandB_56,True,2019-05-10 12:00:00,"Still waiting on my MockBrandB order #63495, it's been 12 days.",2589.0,
959,cust_MockBrandA_523,True,2019-05-12 12:00:00,"Extremely disappointed with MockBrandA support response time, this is the 3rd time I've written in.",960.0,
48,cust_MockBrandA_25,True,2019-07-20 12:00:00,Didn't receive the 2FA SMS verification code to log into my MockBrandA account.,49.0,
446,@MockBrandASupport,False,2019-04-17 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,445.0
1029,cust_MockBrandA_561,True,2019-04-11 12:00:00,"Returned my package 10 days ago for order #96099, when will my refund be credited?",1030.0,
1279,cust_MockBrandA_691,True,2019-01-26 12:00:00,"Order #53923 never arrived and support keeps closing my ticket without a refund, 3rd time asking.",1280.0,
2540,@MockBrandBCare,False,2019-08-13 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,2539.0
3029,cust_MockBrandB_293,True,2019-06-17 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",3030.0,
2190,cust_MockBrandA_1184,True,2019-03-19 12:00:00,"Requested a refund on order #88532 a week ago, still nothing.",2191.0,
22,@MockBrandASupport,False,2019-04-27 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,21.0
1753,@MockBrandASupport,False,2019-03-23 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,1752.0
376,@MockBrandASupport,False,2019-07-15 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,375.0
1178,cust_MockBrandA_639,True,2019-09-17 12:00:00,"Order #84044 never arrived and support keeps closing my ticket without a refund, 3rd time asking.",1179.0,
2443,@MockBrandASupport,False,2019-07-17 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,2442.0
1833,cust_MockBrandA_990,True,2019-03-10 12:00:00,Search bar on MockBrandA website is broken and returns 0 results for everything.,1834.0,
1846,cust_MockBrandA_998,True,2019-04-11 12:00:00,I have been transferred between 4 different agents and none of you are resolving my case.,1847.0,
2379,@MockBrandASupport,False,2019-09-18 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,2378.0
1468,@MockBrandASupport,False,2019-02-25 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1467.0
1519,cust_MockBrandA_822,True,2019-05-21 12:00:00,I got charged a monthly renewal fee of $30.99 even though I paused my subscription.,1520.0,
1374,cust_MockBrandA_742,True,2019-01-12 12:00:00,"Can I get a refund for MockBrandA order #51060, item arrived damaged.",1375.0,
764,@MockBrandASupport,False,2019-04-23 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,763.0
2899,cust_MockBrandB_223,True,2019-04-28 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,2900.0,
1827,cust_MockBrandA_986,True,2019-06-20 12:00:00,"Cancel button is disabled in my account settings, please assist.",1828.0,
262,cust_MockBrandA_144,True,2019-09-28 12:00:00,Why does the MockBrandA app keep logging me out every 5 minutes?,263.0,
2565,cust_MockBrandB_43,True,2019-07-19 12:00:00,"Third time contacting MockBrandB about the same bug, no fix yet.",2566.0,
818,@MockBrandASupport,False,2019-01-22 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,817.0
1296,@MockBrandASupport,False,2019-05-10 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1295.0
346,cust_MockBrandA_189,True,2019-04-24 12:00:00,"Waiting on hold for 2 hours for order #29313, absolutely unacceptable support.",347.0,
1793,@MockBrandASupport,False,2019-08-24 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1792.0
2042,@MockBrandASupport,False,2019-02-21 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,2041.0
1278,cust_MockBrandA_690,True,2019-03-24 12:00:00,MockBrandA login button spins endlessly and never loads my profile.,1279.0,
1810,@MockBrandASupport,False,2019-07-20 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,1809.0
76,cust_MockBrandA_41,True,2019-07-27 12:00:00,"Requested a refund on order #67912 a week ago, still nothing.",77.0,
1195,@MockBrandASupport,False,2019-02-19 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1194.0
978,cust_MockBrandA_534,True,2019-04-25 12:00:00,MockBrandA billed my credit card after I switched payment methods.,979.0,
617,cust_MockBrandA_338,True,2019-08-23 12:00:00,"Waiting on hold for 2 hours for order #95599, absolutely unacceptable support.",618.0,
2610,cust_MockBrandB_67,True,2019-03-12 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2611.0,
221,@MockBrandASupport,False,2019-01-24 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,220.0
1728,cust_MockBrandA_932,True,2019-07-10 12:00:00,Saw an unexpected extra fee of $54.99 on my latest MockBrandA invoice.,1729.0,
3298,@MockBrandBCare,False,2019-09-10 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,3297.0
1192,cust_MockBrandA_646,True,2019-06-14 12:00:00,"Cancel button is disabled in my account settings, please assist.",1193.0,
1297,cust_MockBrandA_700,True,2019-04-16 12:00:00,"Your product arrived broken for order #50913, cancel my recurring contract immediately.",1298.0,
1480,@MockBrandASupport,False,2019-05-17 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1479.0
1051,@MockBrandASupport,False,2019-04-17 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,1050.0
143,cust_MockBrandA_78,True,2019-07-28 12:00:00,"I noticed fraudulent unauthorized charges from MockBrandA on my card, my account was compromised!",144.0,
1991,cust_MockBrandA_1077,True,2019-09-16 12:00:00,I got charged a monthly renewal fee of $32.99 even though I paused my subscription.,1992.0,
3083,cust_MockBrandB_323,True,2019-03-27 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",3084.0,
352,@MockBrandASupport,False,2019-04-14 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,351.0
1603,cust_MockBrandA_865,True,2019-09-15 12:00:00,"Can't log in to check on my order #33671, app just spins forever.",1604.0,
2300,@MockBrandASupport,False,2019-01-27 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,2299.0
407,cust_MockBrandA_223,True,2019-05-16 12:00:00,MockBrandA login button spins endlessly and never loads my profile.,408.0,
1216,@MockBrandASupport,False,2019-09-14 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1215.0
990,cust_MockBrandA_540,True,2019-03-15 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $37.99, I will pursue legal action with my lawyer.",991.0,
300,cust_MockBrandA_164,True,2019-08-12 12:00:00,How do I cancel my MockBrandA subscription? Can't find the option anywhere.,301.0,
1455,cust_MockBrandA_786,True,2019-08-14 12:00:00,"Extremely disappointed with MockBrandA support response time, this is the 3rd time I've written in.",1456.0,
965,cust_MockBrandA_526,True,2019-04-17 12:00:00,Want to cancel my auto-renew membership with MockBrandA.,966.0,
3114,cust_MockBrandB_341,True,2019-07-12 12:00:00,"Third time contacting MockBrandB about the same bug, no fix yet.",3115.0,
2594,cust_MockBrandB_59,True,2019-09-23 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2595.0,
2459,cust_MockBrandA_1334,True,2019-04-11 12:00:00,"Returned my package 10 days ago for order #66629, when will my refund be credited?",2460.0,
2125,cust_MockBrandA_1150,True,2019-09-19 12:00:00,"Can I get a refund for MockBrandA order #67535, item arrived damaged.",2126.0,
1507,@MockBrandASupport,False,2019-09-24 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,1506.0
1511,@MockBrandASupport,False,2019-01-14 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,1510.0
73,cust_MockBrandA_39,True,2019-08-18 12:00:00,MockBrandA website checkout is throwing a 500 error on step 3.,74.0,
619,cust_MockBrandA_339,True,2019-05-11 12:00:00,"Requested a refund on order #20835 a week ago, still nothing.",620.0,
1870,cust_MockBrandA_1010,True,2019-09-14 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $49.99, I will pursue legal action with my lawyer.",1871.0,
1797,@MockBrandASupport,False,2019-05-27 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,1796.0
60,@MockBrandASupport,False,2019-09-12 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,59.0
3106,cust_MockBrandB_337,True,2019-09-12 12:00:00,Does MockBrandB support exporting my data to CSV?,3107.0,
3169,cust_MockBrandB_372,True,2019-04-17 12:00:00,"Third time contacting MockBrandB about the same bug, no fix yet.",3170.0,
2098,@MockBrandASupport,False,2019-08-20 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,2097.0
